timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
46 67 68 0.3984555561868444 0.0015444438131556049
49 55 68 0.3905536734801596 0.009446326519840398
55 6 77 0.39960948053431167 3.9051946568835483E-4
