pedestrianId evacuationTime-PID2
5 Infinity
6 Infinity
7 22.799999999999983
8 37.19999999999993
9 20.39999999999999
10 29.59999999999996
11 26.79999999999997
12 25.99999999999997
13 29.19999999999996
14 19.599999999999994
15 18.4
16 18.799999999999997
17 30.399999999999956
18 13.200000000000006
19 22.399999999999984
20 32.39999999999995
21 18.0
22 15.200000000000008
23 19.999999999999993
24 31.99999999999995
25 21.999999999999986
26 33.199999999999946
