pedestrianId evacuationTime-PID2
5 Infinity
6 Infinity
7 14.800000000000008
8 16.800000000000004
9 17.6
10 16.000000000000007
11 19.999999999999993
12 22.399999999999984
13 10.400000000000004
14 27.599999999999966
15 22.799999999999983
16 17.200000000000003
17 22.799999999999983
18 19.199999999999996
19 19.599999999999994
20 21.599999999999987
21 26.39999999999997
22 26.79999999999997
23 10.800000000000004
24 13.600000000000007
25 18.0
26 Infinity
